priority,score,table_name,alias_table_name,owner,task_owner,table_rows,data_length,column_count,table_model,primary_key,partition_key,partition_count,tablet_count,task_count,latest_task_code,latest_task_name,latest_task_instance_time,latest_task_influence_num,downstream_count,sql_query_count,sql_last_time,resource_ref_count,collection_count,report_item_count,project_count,persist_object_count,persist_table_refs,unused_days,data_warehouse_layering,asset_class,suggested_rules,evidence
P2,29.0,pdd_reconciliation_center_payment_details,拼多多对账中心货款明细,包彦,陶林强,1064256.0,72138879.0,16,PRIMARY_KEYS,`__id`,,1,4,1,sxwDV6KNGy,拼多多对账中心货款明细【迁移】,,0.0,3.0,0,,1,2,0,2,0,0,35.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 time_of_occurrence 及时；主键 `__id` 重复检查；金额/费用字段非负与异常极值；店铺标识关键字段空值,被 2 个分析项目使用；有关联产出任务 1 个；任务下游数量 3；资源关系引用 1 次；存在 owner/任务负责人证据；百万级表行数约 1064256；有分区 1 个
P2,28.88,std_api_tb_wxtwjb_adv_release_effect_info_f,STD_广告投放效果信息表(淘宝万相台无界API),包彦,管理员,513006.0,32521345.0,27,PRIMARY_KEYS,`__id`,,1,16,2,t08Eoe98jy,std_api_tb_wxtwjb_adv_release_effect_info_f【EtlDevelop任务】,2026-07-09 09:20:59,513006.0,0.0,14,2026-07-09 09:20:47,1,3,0,3,0,0,85.0,std,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 release_time 及时；主键 `__id` 重复检查；金额/费用字段非负与异常极值；推广费/投放指标非负与日期完整性；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性,被 3 个分析项目使用；有关联产出任务 2 个；SQL 审计命中 14 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,28.52,ods_api_jingdong_daily_bill_unreceived_query_info_f,ODS_日账单未收款查询信息表(京东API),管理员,管理员,0.0,0.0,26,PRIMARY_KEYS,`__id`,,1,16,1,Z56NH9dMMY,ods_api_jingdong_daily_bill_unreceived_query_info_f【EtlDevelop任务】,2026-07-09 02:13:04,0.0,0.0,7,2026-07-09 02:13:04,1,0,0,0,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 fee_occurrence_time 及时；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性,有关联产出任务 1 个；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；元数据行数为 0；有分区 1 个
P2,28.52,ods_api_jstbz_process_info_f,ODS_加工信息表(聚水潭标准API),管理员,管理员,0.0,0.0,26,PRIMARY_KEYS,`__id`,,1,16,1,5qABIsynyh,ods_api_jstbz_process_info_f【EtlDevelop任务】,2026-07-09 02:11:38,0.0,0.0,7,2026-07-09 02:11:37,1,0,0,0,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 po_date 及时；主键 `__id` 重复检查；推广费/投放指标非负与日期完整性；店铺标识关键字段空值；原始 API 记录落地完整性,有关联产出任务 1 个；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；元数据行数为 0；有分区 1 个
P2,28.52,ods_api_jstbz_product_bom_info_f,ODS_商品BOM信息表(聚水潭标准API),管理员,管理员,0.0,0.0,8,PRIMARY_KEYS,`__id`,,1,16,1,6VwRePPHoN,ods_api_jstbz_product_bom_info_f【EtlDevelop任务】,2026-07-09 02:02:52,0.0,0.0,7,2026-07-09 02:02:51,1,0,0,0,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 dt 及时；主键 `__id` 重复检查；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性,有关联产出任务 1 个；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；元数据行数为 0；有分区 1 个
P2,28.52,ods_api_jstbz_provider_info_f,ODS_供应商信息表(聚水潭标准API),管理员,管理员,816.0,230176.0,17,PRIMARY_KEYS,`__id`,,1,16,1,wcqGeY9pIZ,ods_api_jstbz_provider_info_f【EtlDevelop任务】,2026-07-09 02:02:48,816.0,3.0,7,2026-07-09 02:02:46,1,3,0,3,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 modified 及时；主键 `__id` 重复检查；店铺标识关键字段空值；原始 API 记录落地完整性,被 3 个分析项目使用；有关联产出任务 1 个；任务下游数量 3；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,28.52,ods_api_jstqm_shop_product_info_f,ODS_店铺商品信息表(聚水潭奇门API),管理员,管理员,307717.0,159309088.0,24,PRIMARY_KEYS,`__id`,,1,16,1,ursJBLJzfo,ods_api_jstqm_shop_product_info_f【EtlDevelop任务】,2026-07-09 02:01:08,307717.0,1.0,7,2026-07-09 02:01:02,1,5,0,5,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 link_modified 及时；主键 `__id` 重复检查；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性,被 5 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,28,_persist_COLLECTION_emuMgVsUcl_WORKING,,,,5100012.0,1383108551.0,76,DUP_KEYS,,,1,4,0,,,,0.0,0.0,0,,0,0,0,0,0,0,21.0,草稿态物化表,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 pay_date 及时；候选业务键 so_id 重复检查；商品编码/名称关键字段空值；物化表与来源 collection 完整性,百万级表行数约 5100012；存储统计超过 1GB；有分区 1 个；字段数 76；未识别到物理主键配置
P2,28,_persist_COLLECTION_hquOvAJNnB_WORKING,,,,5801619.0,1210064439.0,75,DUP_KEYS,,,1,4,0,,,,0.0,0.0,0,,0,0,0,0,0,0,21.0,草稿态物化表,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 pay_date 及时；候选业务键 so_id 重复检查；商品编码/名称关键字段空值；物化表与来源 collection 完整性,百万级表行数约 5801619；存储统计超过 1GB；有分区 1 个；字段数 75；未识别到物理主键配置
P2,28.0,douyinyunfeixian,ODS_抖音_运费险账单数据_RPA,包彦,陶林强,1280098.0,61565366.0,5,PRIMARY_KEYS,`__id`,,1,4,1,sXAhYSBWoO,抖音-运费险账单数据【迁移】,2026-07-09 01:02:19,1280098.0,2.0,0,,1,2,0,2,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,被 2 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；资源关系引用 1 次；存在 owner/任务负责人证据；百万级表行数约 1280098；有分区 1 个
P2,28.0,ods_api_dd_product_detail_info_du,ODS_商品详情信息表(抖店API),包彦,陶林强,29780.0,328242177.0,78,PRIMARY_KEYS,"`dt`, `__id`",`dt`,366,732,1,7iATpCqsy1,ODS_商品详情信息表(抖店API)【连接器】,2026-07-09 02:13:22,118.0,3.0,0,,1,7,0,7,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；退款/售后金额与数量范围；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性",被 7 个分析项目使用；有关联产出任务 1 个；任务下游数量 3；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 366 个；字段数 78
P2,28.0,ods_api_jingdong_order_info_du,ODS_销售订单信息表(京东API),管理员,陶林强,349035.0,750346260.0,54,PRIMARY_KEYS,"`dt`, `__id`",`dt`,495,990,1,1Qc96auLXy,ODS_销售订单信息表(京东API)【连接器】,2026-07-09 12:02:25,1227.0,2.0,0,,1,8,0,8,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；店铺标识关键字段空值；原始 API 记录落地完整性",被 8 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 495 个；字段数 54
P2,28,ods_api_jstqm_archive_aftersale_order_info_f,ODS_退货退款归档信息表(聚水潭奇门API),管理员,,5103043.0,3768772587.0,37,PRIMARY_KEYS,`__id`,,1,2,0,,,,0.0,0.0,0,,1,4,0,4,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 as_date 及时；主键 `__id` 重复检查；金额/费用字段非负与异常极值；退款/售后金额与数量范围；店铺标识关键字段空值；原始 API 记录落地完整性,被 4 个分析项目使用；资源关系引用 1 次；存在 owner/任务负责人证据；百万级表行数约 5103043；存储统计超过 1GB；有分区 1 个
P2,28.0,UD_4971200913022541_YARIG_spzl427,商品资料---4.27,包彦,包彦,33370.0,2207586.0,8,PRIMARY_KEYS,`__id`,,1,4,1,GhMDyBce9A,商品资料---4.27【EXCEL】,2026-07-08 16:31:04,33370.0,6.0,0,,1,8,0,8,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；推广费/投放指标非负与日期完整性；商品编码/名称关键字段空值,被 8 个分析项目使用；有关联产出任务 1 个；任务下游数量 6；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,28.0,UD_6816162936700995_AS8SB_tmhpzlbxs1,天猫-货品资料表.xlsx-Sheet1,蒋秀坤,蒋秀坤,12361.0,715785.0,16,PRIMARY_KEYS,`__id`,,1,4,1,jLMZ70Ak6Z,天猫-货品资料表.xlsx【钉盘接入】,2026-07-09 05:00:05,0.0,6.0,0,,1,8,0,8,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,被 8 个分析项目使用；有关联产出任务 1 个；任务下游数量 6；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,27.98,ud_5179579576634064_splm,商品类目,包彦,李梦丽,2523.0,137257.0,5,PRIMARY_KEYS,`__id`,,1,4,1,aosdbBLgxi,1.2std_天猫流量数据-商品类目【刷新】,2026-07-09 09:15:33,2523.0,0.0,98,2026-07-09 09:15:32,1,0,0,0,0,0,55.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；商品编码/名称关键字段空值,有关联产出任务 1 个；SQL 审计命中 98 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,27.52,ods_api_tb_shop_info_f,ODS_店铺信息表(淘宝API),管理员,管理员,3.0,5498.0,9,PRIMARY_KEYS,`__id`,,1,16,1,CgQnPbZp4O,ods_api_tb_shop_info_f【EtlDevelop任务】,2026-07-09 01:00:22,3.0,4.0,7,2026-07-09 01:00:22,1,1,0,1,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 dt 及时；主键 `__id` 重复检查；店铺标识关键字段空值；原始 API 记录落地完整性,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 4；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,27.0,huopinxinghaoshifadi,货品型号始发地,包彦,陶林强,1570.0,130164.0,10,PRIMARY_KEYS,`__id`,,1,16,1,wB80eUhvdf,货品型号始发地【迁移】,,0.0,6.0,0,,1,7,0,7,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；推广费/投放指标非负与日期完整性,被 7 个分析项目使用；有关联产出任务 1 个；任务下游数量 6；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,27.0,ods_api_jstbz_archive_sale_outstock_info_du,ODS_销售出库归档信息表(聚水潭标准API),管理员,管理员,0.0,0.0,62,PRIMARY_KEYS,"`dt`, `__id`",`dt`,1,2,2,Vw8SDZBSrW,ODS_销售出库归档信息表(聚水潭标准API)【连接器】,,0.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；推广费/投放指标非负与日期完整性；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 2 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；元数据行数为 0；有分区 1 个；字段数 62
P2,27.0,ods_api_jstbz_product_sku_info_du,ODS_商品SKU信息表(聚水潭标准API),管理员,管理员,527024.0,181170704.0,57,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,XKQ97xGdsh,ODS_商品SKU信息表(聚水潭标准API)【连接器】,2026-07-09 02:03:06,6904.0,1.0,0,,1,8,0,8,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性",被 8 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 218 个；字段数 57
P2,27.0,ods_api_jstqm_archive_sale_outstock_info_du,ODS_销售出库归档信息表(聚水潭奇门API),管理员,管理员,0.0,0.0,64,PRIMARY_KEYS,"`dt`, `__id`",`dt`,1,2,2,R3ADXew0wn,ODS_销售出库归档信息表(聚水潭奇门API)【连接器】,,0.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；推广费/投放指标非负与日期完整性；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 2 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；元数据行数为 0；有分区 1 个；字段数 64
P2,26.52,ods_api_jingdong_ware_info_f,ODS_商品信息表(京东API),管理员,管理员,1030.0,4282304.0,65,PRIMARY_KEYS,`__id`,,1,16,1,08cjCYqSsT,ods_api_jingdong_ware_info_f【EtlDevelop任务】,2026-07-09 02:05:05,1030.0,0.0,7,2026-07-09 02:05:02,1,0,0,0,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 modified 及时；主键 `__id` 重复检查；金额/费用字段非负与异常极值；退款/售后金额与数量范围；推广费/投放指标非负与日期完整性；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性,有关联产出任务 1 个；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个；字段数 65
P2,26.52,ods_api_jstbz_shop_product_info_f,ODS_店铺商品信息表(聚水潭标准API),管理员,管理员,71040.0,37089267.0,27,PRIMARY_KEYS,`__id`,,1,16,1,dd8qB9ps7y,ods_api_jstbz_shop_product_info_f【EtlDevelop任务】,2026-07-09 02:04:05,71040.0,1.0,7,2026-07-09 02:04:03,1,3,0,3,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 modified 及时；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性,被 3 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,26.0,ods_api_tb_wxtwjb_item_promotion_report_info_du,ODS_宝贝主体报告信息表(淘宝万相台无界API),包彦,陶林强,425332.0,248348987.0,6,PRIMARY_KEYS,"`dt`, `__id`",`dt`,396,792,1,oSu8znbUiv,ODS_宝贝主体报告信息表(淘宝万相台无界API)【连接器】,2026-07-09 09:17:58,1177.0,7.0,0,,1,5,0,5,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；推广费/投放指标非负与日期完整性；店铺标识关键字段空值；原始 API 记录落地完整性",被 5 个分析项目使用；有关联产出任务 1 个；任务下游数量 7；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 396 个
P2,26.0,pinduoduoshoushoushuju,ODS_拼多多售后数据,包彦,陶林强,2166308.0,186512964.0,24,PRIMARY_KEYS,`__id`,,1,4,1,q340kVIT8D,ODS_拼多多售后数据【迁移】,2026-07-09 08:11:55,11069544.0,1.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；退款/售后金额与数量范围；商品编码/名称关键字段空值；店铺标识关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；百万级表行数约 2166308；有分区 1 个
P2,26.0,shipingid,视频id,包彦,陶林强,1183360.0,41215378.0,3,PRIMARY_KEYS,`__id`,,1,4,1,z0aIrIlDAx,视频id【迁移】,2026-07-09 08:18:53,1183360.0,1.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；百万级表行数约 1183360；有分区 1 个
P2,26.0,tianmaoshengyicanmouliuliangxinban,天猫-生意参谋-流量来源-新版,包彦,李梦丽,5948900.0,278665230.0,18,PRIMARY_KEYS,`__id`,,1,4,1,9UcdbFLDbK,天猫-生意参谋-流量来源-新版【迁移】,2026-07-09 09:16:54,5948900.0,1.0,0,,1,1,0,1,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；百万级表行数约 5948900；有分区 1 个
P2,26.0,tianmaotaokeyongjin,天猫-淘客佣金,包彦,陶林强,1143963.0,132552236.0,24,PRIMARY_KEYS,`__id`,,1,4,1,mXemzumUf5,天猫-淘客佣金【迁移】,2026-07-09 12:02:28,1143963.0,1.0,0,,1,1,0,1,0,0,-1.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；百万级表行数约 1143963；有分区 1 个
P2,26,UD_5179579576634064_9XWDG_tmzhbxs3,天猫综合表.xlsx-Sheet3,李梦丽,李梦丽,230.0,28052.0,3,PRIMARY_KEYS,`__id`,,1,16,1,THMXOEGi5s,天猫综合表.xlsx【钉盘接入】,2026-07-09 11:00:37,0.0,22.0,0,,1,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 22；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,26,UD_5179579576634064_BSV06_tmzhbxs1,天猫综合表.xlsx-Sheet1,李梦丽,李梦丽,14550.0,1027500.0,8,PRIMARY_KEYS,`__id`,,1,16,1,THMXOEGi5s,天猫综合表.xlsx【钉盘接入】,2026-07-09 11:00:37,0.0,22.0,0,,1,0,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 22；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,26,UD_5179579576634064_EB3YT_tmzhbxs2,天猫综合表.xlsx-Sheet2,李梦丽,李梦丽,1424.0,164954.0,12,PRIMARY_KEYS,`__id`,,1,16,1,THMXOEGi5s,天猫综合表.xlsx【钉盘接入】,2026-07-09 11:00:37,0.0,22.0,0,,1,0,0,0,0,0,31.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；店铺标识关键字段空值,有关联产出任务 1 个；任务下游数量 22；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,26,ud_5179579576634064_scdpsjzl,市场大盘数据总览,包彦,李梦丽,45743.0,5474314.0,31,PRIMARY_KEYS,`__id`,,1,16,1,gWOU8iofdM,天猫-市场大盘-市场大盘数据总览【刷新】,,0.0,12.0,0,,1,7,0,0,0,0,0.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查,有关联产出任务 1 个；任务下游数量 12；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,25.52,ods_api_dingtalk_dept_info_f,ODS_部门信息表(钉钉API),管理员,管理员,168.0,34048.0,8,PRIMARY_KEYS,`__id`,,1,16,1,TRAl2GEgxB,ods_api_dingtalk_dept_info_f【EtlDevelop任务】,2026-07-09 02:01:38,168.0,2.0,7,2026-07-09 02:01:36,1,1,0,1,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 dt 及时；主键 `__id` 重复检查；推广费/投放指标非负与日期完整性；店铺标识关键字段空值；原始 API 记录落地完整性,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,25.52,ods_api_dingtalk_user_info_f,ODS_用户信息表(钉钉API),管理员,管理员,621.0,207675.0,20,PRIMARY_KEYS,`__id`,,1,16,1,NWgJ6lDXr9,ods_api_dingtalk_user_info_f【EtlDevelop任务】,2026-07-09 02:32:07,621.0,1.0,7,2026-07-09 02:32:06,1,2,0,2,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 hired_date 及时；主键 `__id` 重复检查；推广费/投放指标非负与日期完整性；店铺标识关键字段空值；原始 API 记录落地完整性,被 2 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,25.52,ods_api_jingdong_sku_info_f,ODS_SKU信息表(京东API),管理员,管理员,8650.0,4923609.0,30,PRIMARY_KEYS,`__id`,,1,16,1,HTMXe0QwMB,ods_api_jingdong_sku_info_f【EtlDevelop任务】,2026-07-09 02:11:44,8650.0,2.0,7,2026-07-09 02:11:42,1,1,0,1,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 fixedDeliveryTime 及时；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性,被 1 个分析项目使用；有关联产出任务 1 个；任务下游数量 2；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,25.52,ods_api_jstbz_purchase_info_f,ODS_采购信息表(聚水潭标准API),管理员,管理员,20136.0,22752774.0,31,PRIMARY_KEYS,`__id`,,1,16,1,Ll61XPiWt1,ods_api_jstbz_purchase_info_f【EtlDevelop任务】,2026-07-09 02:08:39,20136.0,1.0,7,2026-07-09 02:08:37,1,2,0,2,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 po_date 及时；主键 `__id` 重复检查；金额/费用字段非负与异常极值；推广费/投放指标非负与日期完整性；店铺标识关键字段空值；原始 API 记录落地完整性,被 2 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,25.52,ods_api_tb_onsale_item_list_info_f,ODS_在售商品列表信息表(淘宝API),管理员,管理员,2129.0,1913793.0,32,PRIMARY_KEYS,`__id`,,1,16,1,O6cneC00Zq,ods_api_tb_onsale_item_list_info_f【EtlDevelop任务】,2026-07-09 01:03:39,2129.0,1.0,7,2026-07-09 01:03:37,1,2,0,2,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 list_time 及时；主键 `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性,被 2 个分析项目使用；有关联产出任务 1 个；任务下游数量 1；SQL 审计命中 7 次；资源关系引用 1 次；存在 owner/任务负责人证据；有分区 1 个
P2,25,caiwutianmaokuszhifubaozhangdan,财务天猫kus支付宝账单-官方旗舰店,包彦,李梦丽,1667813.0,298179933.0,24,PRIMARY_KEYS,`__id`,,1,16,1,6scB9oXVb4,财务天猫kus支付宝账单-官方旗舰店【迁移】,,0.0,0.0,0,,1,1,0,1,0,0,85.0,不规范命名,共享数据,表级行数非零；表级行数 7/30 天波动；主键 `__id` 重复检查；金额/费用字段非负与异常极值；退款/售后金额与数量范围；商品编码/名称关键字段空值,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；百万级表行数约 1667813；有分区 1 个
P2,25.0,ods_api_jingdong_sku_info_du,ODS_SKU信息表(京东API),管理员,陶林强,1162340.0,610664509.0,32,PRIMARY_KEYS,"`dt`, `__id`",`dt`,495,990,1,2ieSzFZLGi,ODS_SKU信息表(京东API)【连接器】,2026-07-09 02:11:42,563.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；百万级表行数约 1162340；有分区 495 个
P2,25.0,ods_api_jstbz_product_multi_supplier_info_du,ODS_商品多供应商信息表(聚水潭标准API),管理员,管理员,8105744.0,952209650.0,20,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,kpsVjYYj15,ODS_商品多供应商信息表(聚水潭标准API)【连接器】,2026-07-09 03:15:18,43328.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；金额/费用字段非负与异常极值；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；百万级表行数约 8105744；有分区 218 个
P2,25.0,ods_api_jstbz_stock_info_du,ODS_库存信息表(聚水潭标准API),管理员,管理员,1514751.0,271864177.0,26,PRIMARY_KEYS,"`dt`, `__id`",`dt`,218,436,1,9W4y0Tnvlx,ODS_库存信息表(聚水潭标准API)【连接器】,2026-07-09 02:08:22,8301.0,1.0,0,,1,0,0,0,0,0,0.0,ods,共享数据,"表级行数非零；表级行数 7/30 天波动；最新分区 `dt` 非空/及时；主键 `dt`, `__id` 重复检查；商品编码/名称关键字段空值；店铺标识关键字段空值；原始 API 记录落地完整性",有关联产出任务 1 个；任务下游数量 1；资源关系引用 1 次；存在 owner/任务负责人证据；百万级表行数约 1514751；有分区 218 个
P2,25,ods_api_jstqm_archive_refund_info_f,ODS_退货退款归档信息表(聚水潭奇门API),管理员,管理员,0.0,0.0,54,PRIMARY_KEYS,`__id`,,1,16,1,uxclnE6T5P,ods_api_jstqm_archive_refund_info_f【EtlDevelop任务】,,0.0,0.0,0,,1,1,0,1,0,0,0.0,ods,共享数据,表级行数非零；表级行数 7/30 天波动；最新日期字段 as_date 及时；主键 `__id` 重复检查；金额/费用字段非负与异常极值；退款/售后金额与数量范围；店铺标识关键字段空值；原始 API 记录落地完整性,被 1 个分析项目使用；有关联产出任务 1 个；资源关系引用 1 次；存在 owner/任务负责人证据；元数据行数为 0；有分区 1 个；字段数 54
